merchant_id,segment,cities,name,tier,score,top_rank,channel,phone_masked,contact_note,instagram_handle,website_domain,bnpl_status_final,reviews_count,rating,n_locations,owner_name_verified,hook_from_page,flags,score_exclusion
m_478385c0a6,A_aesthetic_clinics,jeddah,Rich Clinic - عيادات ريتش للجلدية والتجميل,B,76,,mobile_or_whatsapp,+9665•••••900,mobile in Google Maps,,,unchecked,154,4.8,1,False,False,medical: Risk review; BNPL unchecked,
m_47d1f910e8,B_custom_furniture,riyadh,تفصيل ستائر مجالس,B,82,,mobile_or_whatsapp,+9665•••••710,mobile in Google Maps,,,unchecked,20,4.8,1,False,False,BNPL unchecked,
m_48767a50eb,A_aesthetic_clinics,riyadh,Elegant Clinic,,,,other_phone,+9661•••••000,landline in Google Maps,,elegant.med.sa,unchecked,1788,4.2,1,False,False,,A: no segment signal in name or category
m_499c6520d5,B_custom_furniture,riyadh,تفصيل ستائر و مجالس,A,85,,mobile_or_whatsapp,+9665•••••216,mobile in Google Maps,,,unchecked,90,4.9,1,False,False,BNPL unchecked,
m_4a69ad8f3a,B_custom_furniture,riyadh,تفصيل ستائر مجالس شركة الحرفيين,B,76,,mobile_or_whatsapp,+9665•••••197,mobile in Google Maps,,,unchecked,2,5,1,False,False,BNPL unchecked,
m_4abcdf444d,A_aesthetic_clinics,riyadh,عيادات ميسان حي الياسمين - Maysan Clinic Yasmine Branch,,,,mobile_or_whatsapp,+9665•••••674,mobile in Google Maps,maysanalyasmine,,unchecked,598,4.4,1,False,False,,A: no segment signal in name or category
m_4ae1198ffe,A_aesthetic_clinics,riyadh,مجمع عيادات بريتي كلينك,,,,instagram,+9661•••••799,Instagram,prettyclinics,prettyclinic.store,unchecked,970,4.2,1,False,False,,A: no segment signal in name or category
m_4c1cec742f,B_custom_furniture,jeddah,آسيا هوم | سوق الدراجة,,,,mobile_or_whatsapp,+9665•••••616,mobile in Google Maps,,,unchecked,94,4.1,1,False,False,,B: no segment signal in name or category
m_4d544d0427,A_aesthetic_clinics,riyadh,Lavera Clinic,,,,mobile_or_whatsapp,+9665•••••643,mobile in Google Maps,laveraclinics2,reach.link,unchecked,648,4.9,1,False,False,,A: no segment signal in name or category
m_4dde3f41c3,B_custom_furniture,jeddah,ركن التحف,,,,mobile_or_whatsapp,+9665•••••545,mobile in Google Maps,,,unchecked,19,3.9,1,False,False,,B: no segment signal in name or category
m_4e24cd2c32,B_custom_furniture,jeddah,Alsarhi Furniture,,,,mobile_or_whatsapp,+9665•••••425,mobile in Google Maps,,alsarhi.com.sa,unchecked,148,3.9,1,False,False,,B: no segment signal in name or category
m_4e58a6ef4a,A_aesthetic_clinics,jeddah,Ishraq Aesthetics Clinics (عيادات اشراق الجمال الطبية),A,85,,mobile_or_whatsapp,+9665•••••666,mobile in Google Maps,ishraq.aesthetics,,unchecked,3360,4.5,1,False,False,medical: Risk review; BNPL unchecked,
m_4e5a4d0518,A_aesthetic_clinics,jeddah,Cosmoderm Clinic,B,82,,mobile_or_whatsapp,+9665•••••333,mobile in Google Maps,cosmoderm.clinics,,unchecked,939,4.8,1,False,False,medical: Risk review; BNPL unchecked,
m_4e67be84ed,A_aesthetic_clinics,jeddah,MD Clinics (مجمع عيادات د. مها دحلان الطبي),,,,mobile_or_whatsapp,,number on the merchant website (not stored),md_clinics_,mahadahlan.com,tabby,1287,4.8,1,False,False,,already Tabby merchant
m_4eb731360a,B_custom_furniture,riyadh,تفصيلات ستائر كنب مجلس,B,79,,mobile_or_whatsapp,+9665•••••845,mobile in Google Maps,,,unchecked,8,5,1,False,False,BNPL unchecked,
m_4edf94f32c,A_aesthetic_clinics,jeddah,Forever Young Clinics عيادات مفهوم الجمال الطبية,B,75,,instagram,+9661•••••986,Instagram,foreveryoungclinics,foreveryoungclinics.com,not_detected,233,3.2,1,False,True,medical: Risk review,
m_4ff102f8ce,B_custom_furniture,riyadh,مودرن هوم تنجيد كنب وتفصيل ستائر بالرياض,A,85,,mobile_or_whatsapp,+9665•••••570,mobile in Google Maps,,modornhome.com,unchecked,74,4.7,1,False,False,BNPL unchecked,
m_509baf8ed3,A_aesthetic_clinics,jeddah,Al Nowras Clinics - عيادات النورس المتخصصة لطب الاسنان,B,74,,instagram,,Instagram,alnowrasclinic,alnowrasclinics.com,unchecked,377,4.3,1,False,False,medical: Risk review; BNPL unchecked,
m_518b89d0e8,B_custom_furniture,jeddah,Abdullatif Furniture,,,,mobile_or_whatsapp,+9665•••••450,mobile in Google Maps,,alabdullatif.com,unchecked,1349,3.8,1,False,False,,B: no segment signal in name or category
m_519fb48fae,A_aesthetic_clinics,jeddah,عيادات أمارا الطبية Amara Clinic,,,,mobile_or_whatsapp,+9665•••••000,mobile in Google Maps,amaraclinic1,amaraclinic.sa,unchecked,358,4.4,1,False,False,,A: no segment signal in name or category
m_5206d7d42b,B_custom_furniture,jeddah,محل ستائر بصمة القماش,A,85,,mobile_or_whatsapp,+9665•••••059,mobile in Google Maps,,,unchecked,45,4.9,1,False,False,B Jeddah: source relevance 0.40; BNPL unchecked,
m_5231c62327,A_aesthetic_clinics,riyadh,مجمع الحقيل الطبي الرقمي - فرع الرياض,,,,instagram,+9661•••••888,Instagram,alhokail_riyadh,,unchecked,487,4.6,1,False,False,,A: no segment signal in name or category
m_53c244b46f,B_custom_furniture,riyadh,تفصيل ستائر مجالس كنب,B,79,,mobile_or_whatsapp,+9665•••••925,mobile in Google Maps,,,unchecked,9,5,1,False,False,BNPL unchecked,
m_53f5975455,A_aesthetic_clinics,jeddah,د هلال سنبل استشاري تجميل الاسنان,A,88,,mobile_or_whatsapp_and_name,+9665•••••595,mobile in Google Maps,dr_crescent,sonbulh.com,not_detected,72,4.9,1,True,True,medical: Risk review,
m_551e8ee56f,A_aesthetic_clinics,riyadh,DerMore clinic,C,64,,none,,,,,unchecked,1200,3.8,1,False,False,medical: Risk review; BNPL unchecked,
m_566569ee09,B_custom_furniture,jeddah,شركة بيتي الرائده للتجارة,,,,none,,,,petty.sa,unchecked,35,4.1,1,False,False,,B: no segment signal in name or category
m_56c8d9ea0b,A_aesthetic_clinics,riyadh,الدكتور عدنان بازارباشي استشاري تجميل و زراعة اسنان Dr. Adnan Bazarbashi,A,88,,mobile_or_whatsapp_and_name,+9665•••••701,mobile in Google Maps,adnan_pros,adnandental.com,not_detected,32,5,1,True,True,medical: Risk review,
m_571e500108,C_salla_zid_d2c,,عطرك سر اناقتك ختم الطيب للعطور,,,,mobile_or_whatsapp,,number on the merchant website (not stored),,,not_detected,0,,0,False,False,,segment rejected: bnpl_saturation
m_5757c11ed2,B_custom_furniture,jeddah,Carpet Art فن الزخرفة,,,,mobile_or_whatsapp,+9665•••••024,mobile in Google Maps,,,unchecked,18,1.9,1,False,False,,B: no segment signal in name or category
m_58e026fc01,A_aesthetic_clinics,riyadh,عيادات آســــــر لطب وتقويم الأسنان,B,79,,mobile_or_whatsapp,+9665•••••835,mobile in Google Maps,,,unchecked,296,4.4,1,False,False,medical: Risk review; BNPL unchecked,
m_58e3fa4ab8,B_custom_furniture,jeddah,ستائر الجزيرة,B,82,,mobile_or_whatsapp,+9665•••••949,mobile in Google Maps,,livestoreplus.com,unchecked,31,4.8,1,False,False,B Jeddah: source relevance 0.40; BNPL unchecked,
m_59a8b43dc2,A_aesthetic_clinics,jeddah,مجمع عيادات الصائغ كير الطبي,B,79,,mobile_or_whatsapp,+9665•••••806,mobile in Google Maps,,,unchecked,448,4.7,1,False,False,medical: Risk review; BNPL unchecked,
m_59f4d3bde1,B_custom_furniture,jeddah,حروف بارزة و لوحات,,,,mobile_or_whatsapp,+9665•••••121,mobile in Google Maps,,,unchecked,14,4.4,1,False,False,,B: no segment signal in name or category
m_5bb52093ae,B_custom_furniture,jeddah,اثاثي الأنيق,,,,mobile_or_whatsapp,+9665•••••335,mobile in Google Maps,,,unchecked,11,3.9,1,False,False,,B: no segment signal in name or category
m_5bb62c9563,B_custom_furniture,jeddah,غزالة الذهبية للاثاث,,,,none,,,,,unchecked,47,4.3,1,False,False,,B: no segment signal in name or category
m_5d31dc4fa2,B_custom_furniture,riyadh,بيت الديباج لأقمشة المفروشات والستائر,A,85,,mobile_or_whatsapp,+9665•••••486,mobile in Google Maps,,,unchecked,66,4.7,1,False,False,BNPL unchecked,
m_5d604264a2,C_salla_zid_d2c,,Solitair,,,,none,,,,,unchecked,0,,0,False,False,,segment rejected: bnpl_saturation
m_5d68d970fb,B_custom_furniture,jeddah,مؤسسة كنب المنزل التجارية,,,,mobile_or_whatsapp,+9665•••••041,mobile in Google Maps,,,unchecked,1,2,1,False,False,,B: no segment signal in name or category
m_5e0dea77ac,A_aesthetic_clinics,jeddah,عيادات فيولا للتجميل - الصفا ام القرى,,,,mobile_or_whatsapp,+9665•••••177,mobile in Google Maps,,violaclinics.com,tabby,669,4.7,1,False,False,,already Tabby merchant
m_5e2572851c,B_custom_furniture,riyadh,تفصيل| ستائر | ويفي,B,70,,mobile_or_whatsapp,+9665•••••703,mobile in Google Maps,,,unchecked,0,,1,False,False,BNPL unchecked,
m_5e7952e90c,B_custom_furniture,riyadh,تفصيل ستائر كنب و مجالس,B,79,,mobile_or_whatsapp,+9665•••••453,mobile in Google Maps,,,unchecked,5,5,1,False,False,BNPL unchecked,
m_5e94251598,B_custom_furniture,riyadh,شركة نجوم المنزل للكنب والستائر والجلسات الخارجية والتراث,B,82,,mobile_or_whatsapp,+9665•••••592,mobile in Google Maps,,,unchecked,29,5,1,False,False,BNPL unchecked,
m_5f5ff2260e,B_custom_furniture,riyadh,بيت الرياض للأثاث,,,,mobile_or_whatsapp,+9665•••••810,mobile in Google Maps,,,unchecked,535,4.1,1,False,False,,B: no segment signal in name or category
m_5fd9030064,A_aesthetic_clinics,jeddah,Infeni Clinic عيادة انفيني,B,67,,none,,,,infeniclinic.com,unchecked,553,4.7,1,False,False,medical: Risk review; BNPL unchecked,
m_6033ca1aa2,A_aesthetic_clinics,jeddah,Al Mada Derme Esthetique Clinique,C,58,,none,,,,renew-clinics.com,unchecked,26,4.1,1,False,False,medical: Risk review; BNPL unchecked,
m_60888ea9be,A_aesthetic_clinics,jeddah,عيادات الدر المنثور لطب الاسنان,,,,mobile_or_whatsapp,,number on the merchant website (not stored),aldur_almanthour,aldur-almanthour.com,tabby,273,4.9,1,False,False,,already Tabby merchant
m_60bf9a959d,A_aesthetic_clinics,jeddah,Mira Medical Center | مجمع ميرا الطبي العام,,,,mobile_or_whatsapp,+9665•••••130,mobile in Google Maps,miraelite.sa,,unchecked,460,4.3,1,False,False,,A: no segment signal in name or category
m_617febb786,B_custom_furniture,riyadh,تفصيل ستأئروتنجيدوكنب وتركيب وستائر اسم افاق,B,76,,mobile_or_whatsapp,+9665•••••319,mobile in Google Maps,,,unchecked,10,4,1,False,False,BNPL unchecked,
m_61c8239738,B_custom_furniture,jeddah,شغلهم تبارك الله مرررره جمييل ويعطيهم العافية😍,A,85,,mobile_or_whatsapp,+9665•••••740,mobile in Google Maps,,,unchecked,272,4.9,1,False,False,B Jeddah: source relevance 0.40; BNPL unchecked,
m_62242cefdd,B_custom_furniture,riyadh,لتفصيل الستايروالمجالس,B,82,,mobile_or_whatsapp,+9665•••••184,mobile in Google Maps,,,unchecked,11,4.5,2,False,False,BNPL unchecked,
m_6269d74f71,B_custom_furniture,riyadh,تفصيل كنب تفصيل ستائر مؤسسة مريم زاهر ب. حسن هزازي التجارية,B,79,,mobile_or_whatsapp,+9665•••••715,mobile in Google Maps,,,unchecked,8,4.8,1,False,False,BNPL unchecked,
m_6292faca9a,B_custom_furniture,jeddah,أقمشة مفروشات,,,,none,,,,,unchecked,8,4,1,False,False,,B: no segment signal in name or category
m_62afa25dad,B_custom_furniture,jeddah,محل كنب مفروشات زهرة الجنوب,,,,mobile_or_whatsapp,+9665•••••937,mobile in Google Maps,,haraj.com.sa,unchecked,10,5,1,False,False,,B: no segment signal in name or category
m_633d14a5b5,A_aesthetic_clinics,jeddah,عيادات اليزر,C,55,,none,,,,,unchecked,0,,1,False,False,medical: Risk review; BNPL unchecked,
m_63417c239d,A_aesthetic_clinics,jeddah,1,,,,mobile_or_whatsapp,+9665•••••400,mobile in Google Maps,,,unchecked,187,2.5,1,False,False,,A: no segment signal in name or category
m_634c93626b,B_custom_furniture,riyadh,معلم عبدالله تفصيل ستاير و مجالس محل اكتان,B,81,,mobile_or_whatsapp_and_name,+9665•••••936,mobile in Google Maps,,,unchecked,2,5,1,True,False,BNPL unchecked,
m_63f4fe4350,B_custom_furniture,jeddah,غنى لايت للثريات,,,,mobile_or_whatsapp,+9665•••••822,mobile in Google Maps,,,unchecked,127,4.9,1,False,False,,B: no segment signal in name or category
m_63f6cf98e4,B_custom_furniture,riyadh,‏تفصيل كنب ستائر,B,80,,mobile_or_whatsapp,+9665•••••048,mobile in Google Maps,,luxury-furniture.shop,not_detected,8,3.5,1,False,True,,
m_64268c2733,C_salla_zid_d2c,,basenotesa,,,,none,,,,,unchecked,0,,0,False,False,,segment rejected: bnpl_saturation
m_64f12e664a,B_custom_furniture,jeddah,Sedra Fabrics,B,76,,mobile_or_whatsapp,+9665•••••610,mobile in Google Maps,,,unchecked,8,4,1,False,False,B Jeddah: source relevance 0.40; BNPL unchecked,
m_64fa6b2874,A_aesthetic_clinics,jeddah,Elixir Medical Center,A,86,,mobile_or_whatsapp,+9665•••••268,mobile in Google Maps,elixir_jeddah,elixirclinic.com.sa,not_detected,1492,3.2,1,False,True,medical: Risk review,
m_6501b7c571,A_aesthetic_clinics,riyadh,Bright Clinics عيادة برايت,B,67,,none,,,,brightclinics.net,unchecked,2071,4.2,1,False,False,medical: Risk review; BNPL unchecked,
m_6533db373c,B_custom_furniture,jeddah,معرض التصاميم,,,,none,,,,,unchecked,16,3.1,1,False,False,,B: no segment signal in name or category
m_657e6ce5d9,B_custom_furniture,jeddah,ديكورات الأمين,B,76,,mobile_or_whatsapp,+9665•••••796,mobile in Google Maps,,,unchecked,1,5,1,False,False,B Jeddah: source relevance 0.40; BNPL unchecked,
m_660fdf4001,B_custom_furniture,jeddah,Almumyez Nor Star Fabric For Curtains المميز نور ستار للأقمشة الستائر,A,85,,mobile_or_whatsapp,+9665•••••898,mobile in Google Maps,,sites.google.com,unchecked,89,4.6,1,False,False,B Jeddah: source relevance 0.40; BNPL unchecked,
m_66150693ff,B_custom_furniture,jeddah,منزل العروس لتفصيل وتنجيد الكنب والستائر,A,85,,mobile_or_whatsapp,+9665•••••643,mobile in Google Maps,,manzlalaroos.com,unchecked,126,4.9,1,False,False,B Jeddah: source relevance 0.40; BNPL unchecked,
m_66b8d53814,B_custom_furniture,jeddah,معرض ابو عمار للمفروشات والكنبات,,,,mobile_or_whatsapp,+9665•••••422,mobile in Google Maps,abu.ammar992,,unchecked,6,4.2,1,False,False,,B: no segment signal in name or category
m_66e73487e7,B_custom_furniture,riyadh,تنجيد كنب تفصيل كنب تفصيل ستاير,B,82,,mobile_or_whatsapp,+9665•••••395,mobile in Google Maps,,,unchecked,30,4.9,1,False,False,BNPL unchecked,
m_6721e943e0,B_custom_furniture,jeddah,ستائر الكريستال,B,79,,mobile_or_whatsapp,+9665•••••800,mobile in Google Maps,decor1crystal,,unchecked,8,4.9,1,False,False,B Jeddah: source relevance 0.40; BNPL unchecked,
m_67557638eb,B_custom_furniture,riyadh,Maknon Alsharq,B,70,,none,,,,maknonalsharq.net,unchecked,459,4.8,1,False,False,BNPL unchecked,
m_6789fa5602,B_custom_furniture,jeddah,الوسام الذهبي للانارة/موسسه ذهبيات الوسام التجاريه,,,,mobile_or_whatsapp,+9665•••••730,mobile in Google Maps,,,unchecked,9,4.9,1,False,False,,B: no segment signal in name or category
m_67ca9e9daa,B_custom_furniture,riyadh,مصنع الديار العالمية للديكورات والأثاث,,,,mobile_or_whatsapp,+9665•••••508,mobile in Google Maps,,aldiar.sa,unchecked,74,4,1,False,False,,B: no segment signal in name or category
m_68288389d9,B_custom_furniture,jeddah,فومكو للأثاث والمفروشات FOAMCO‏,,,,none,,,,foamco.com.sa,unchecked,1496,4.7,1,False,False,,B: no segment signal in name or category
m_682a0d2085,B_custom_furniture,riyadh,تفصيل كنب تنجيد كنب تفصيل الستائر تفصيل مجالس الرياص,B,79,,mobile_or_whatsapp,+9665•••••009,mobile in Google Maps,,,unchecked,10,5,1,False,False,BNPL unchecked,
m_687634fa9e,B_custom_furniture,jeddah,1st for Decoration,A,89,,mobile_or_whatsapp,,number on the merchant website (not stored),,1stdecor.com,not_detected,81,4.2,1,False,True,B Jeddah: source relevance 0.40; reserve: tied at the Top-list cutoff score,
m_691f4aaa88,A_aesthetic_clinics,jeddah,الدكتور مسلّم منصور. أخصائي تركيبات الأسنان,A,88,,mobile_or_whatsapp_and_name,+9665•••••025,mobile in Google Maps,drmousallam,drmousalam.com,not_detected,71,4.9,1,True,True,medical: Risk review,
m_69e57cb7d7,A_aesthetic_clinics,jeddah,عيادة الدكتورة نعمت انطاكلي,B,81,,mobile_or_whatsapp_and_name,+9665•••••894,mobile in Google Maps,,,unchecked,7,5,1,True,False,medical: Risk review; BNPL unchecked,
m_6aa0d4d4ef,A_aesthetic_clinics,riyadh,عيادة جلدية تجميل ليزر,B,76,,mobile_or_whatsapp,+9665•••••917,mobile in Google Maps,,webteb.com,unchecked,33,4.8,1,False,False,medical: Risk review; BNPL unchecked,
m_6aedc5561c,A_aesthetic_clinics,jeddah,عيادات الداليا Dalia Clinic,B,82,,mobile_or_whatsapp,+9665•••••961,mobile in Google Maps,,docs.google.com,unchecked,970,4.7,1,False,False,medical: Risk review; BNPL unchecked,
m_6b7094fcd8,A_aesthetic_clinics,riyadh,Dr.Khaled Dental Clinic,B,81,,mobile_or_whatsapp_and_name,+9665•••••985,mobile in Google Maps,,,unchecked,1,5,1,True,False,medical: Risk review; BNPL unchecked,
m_6bbd2587d3,B_custom_furniture,riyadh,Marietta Fabrics Curtains ستائر وأقمشة ماريتا,A,89,,mobile_or_whatsapp,+9665•••••268,mobile in Google Maps,,marietta.sa,not_detected,18,4.9,1,False,True,reserve: tied at the Top-list cutoff score,
m_6cee4f5f93,A_aesthetic_clinics,riyadh,عيادات كليوباترا للجلدية والتجميل | الصحافة,A,85,,mobile_or_whatsapp,+9665•••••322,mobile in Google Maps,cleoptra_clinic,,unchecked,1429,4.4,1,False,False,medical: Risk review; BNPL unchecked,
m_6d232cd5b7,A_aesthetic_clinics,jeddah,Dr. Farid Jamjoom Clinics,,,,mobile_or_whatsapp,+9665•••••642,mobile in Google Maps,,,unchecked,232,4.2,1,False,False,,A: no segment signal in name or category
m_6d65899454,B_custom_furniture,jeddah,ستائر وكنب حلا للأثاث,B,73,,mobile_or_whatsapp,+9665•••••973,mobile in Google Maps,,,unchecked,12,3.7,1,False,False,B Jeddah: source relevance 0.40; BNPL unchecked,
m_6d9514b08d,B_custom_furniture,riyadh,Furniture hearts,,,,mobile_or_whatsapp,+9665•••••572,mobile in Google Maps,qulub_furniture30,,unchecked,212,4.7,1,False,False,,B: no segment signal in name or category
m_6dd902d4bd,A_aesthetic_clinics,riyadh,Health & Beauty Rejuvenation Clinics,B,82,,other_phone,,,,hbrclinics.com,not_detected,1194,4.3,1,False,True,medical: Risk review,
m_6e6fb36a22,A_aesthetic_clinics,jeddah,مجمع التخصصي لطب وزراعة الأسنان,B,75,,other_phone,+9661•••••255,landline in Google Maps,,sdiccomsa.com,unchecked,1595,4.4,1,False,False,medical: Risk review; BNPL unchecked,
m_6eaacba448,B_custom_furniture,jeddah,مفروشات العسيري,,,,mobile_or_whatsapp,+9665•••••063,mobile in Google Maps,,,unchecked,22,3.3,1,False,False,,B: no segment signal in name or category
m_6eb5dde689,B_custom_furniture,jeddah,مفروشات خمس نجوم,,,,none,,,,,unchecked,22,3.9,1,False,False,,B: no segment signal in name or category
m_6f3954fbb6,A_aesthetic_clinics,riyadh,عيادات حياة - فرع المروج (جلدية - اسنان - بشرة ),B,74,,instagram,,Instagram,hayatclinics,,unchecked,170,4.5,1,False,False,medical: Risk review; BNPL unchecked,
m_6fc0761921,B_custom_furniture,jeddah,ديكور النجوم للستائر,B,76,,mobile_or_whatsapp,+9665•••••620,mobile in Google Maps,,,unchecked,14,3.4,1,False,False,B Jeddah: source relevance 0.40; BNPL unchecked,
m_6ff39c64a6,A_aesthetic_clinics,jeddah,عيادات راما للجلدية و التجميل - فرع طريق الملك,B,81,,instagram,,Instagram,ramaclinics,ramaclinics.com,not_detected,3053,3.9,1,False,True,medical: Risk review,
m_70185781a8,B_custom_furniture,riyadh,تفصيل ستائر ومجالس,B,82,,mobile_or_whatsapp,+9665•••••937,mobile in Google Maps,,,unchecked,30,4.9,1,False,False,BNPL unchecked,
m_7029ad6701,B_custom_furniture,jeddah,مؤسسة ستائر البيت الذكي,A,85,,mobile_or_whatsapp,+9665•••••073,mobile in Google Maps,,,unchecked,65,4.8,1,False,False,B Jeddah: source relevance 0.40; BNPL unchecked,
m_70f2df32a7,A_aesthetic_clinics,riyadh,K|E|S|A|Y,,,,instagram,,Instagram,appstore,rb.gy,unchecked,4396,4.6,1,False,False,,A: no segment signal in name or category
m_71cbb6e5bf,B_custom_furniture,jeddah,ستائر رحمة,B,73,,mobile_or_whatsapp,+9665•••••920,mobile in Google Maps,,,unchecked,7,3.4,1,False,False,B Jeddah: source relevance 0.40; BNPL unchecked,
m_71eafca9c2,B_custom_furniture,jeddah,الرونق للمفروشات,,,,mobile_or_whatsapp,+9665•••••981,mobile in Google Maps,,,unchecked,24,3.7,1,False,False,,B: no segment signal in name or category
m_723751dd1d,B_custom_furniture,riyadh,Daze Furniture,,,,none,,,,daze-me.com,unchecked,2254,4.3,1,False,False,,B: no segment signal in name or category
m_725fed40eb,A_aesthetic_clinics,jeddah,مجمع حبات اللؤلؤ لطب الاسنان,B,79,,mobile_or_whatsapp,+9665•••••110,mobile in Google Maps,,pbdent.com,unchecked,237,4.8,1,False,False,medical: Risk review; BNPL unchecked,
m_7287476eda,B_custom_furniture,riyadh,سدائل هوم,,,,mobile_or_whatsapp,+9665•••••575,mobile in Google Maps,,,unchecked,204,4.6,1,False,False,,B: no segment signal in name or category
m_7291fc7ef0,B_custom_furniture,jeddah,إبداع الخليج لتفصيل الأثاث,B,76,,mobile_or_whatsapp,+9665•••••064,mobile in Google Maps,,,unchecked,1,5,1,False,False,B Jeddah: source relevance 0.40; BNPL unchecked,
m_733eeb43be,A_aesthetic_clinics,riyadh,Tlayes Dental and Skin Care Clinics,,,,mobile_or_whatsapp,+9665•••••546,mobile in Google Maps,tlayes_,tlayes-clinic.com,unchecked,3501,4.6,1,False,False,,A: hospital or enterprise group
m_735b05cfac,B_custom_furniture,jeddah,فرنشة لإكسسوارات الستائر,B,76,,mobile_or_whatsapp,+9665•••••766,mobile in Google Maps,,,unchecked,27,3.9,1,False,False,B Jeddah: source relevance 0.40; BNPL unchecked,
m_736278733f,A_aesthetic_clinics,jeddah,عيادات رينيو | Renew Clinics,,,,instagram,,Instagram,renewclinics,renew-clinics.sa,unchecked,1065,4.5,1,False,False,,A: no segment signal in name or category
m_737e04dd62,B_custom_furniture,riyadh,مفروشات ستائر ومجالس. مجلس و كنب تنجيد و تفصيل. ستائر تفصيل و تركيب,B,76,,mobile_or_whatsapp,+9665•••••470,mobile in Google Maps,,,unchecked,12,4,1,False,False,BNPL unchecked,
m_73cf645cd6,B_custom_furniture,riyadh,مفروشات ارض المجالس النرجس فرع 2,B,76,,mobile_or_whatsapp,+9665•••••843,mobile in Google Maps,,,unchecked,9,4,1,False,False,BNPL unchecked,
m_73e558929e,B_custom_furniture,jeddah,Mahmoud Saeed Market,,,,mobile_or_whatsapp,+9665•••••437,mobile in Google Maps,,sites.google.com,unchecked,16097,3.9,1,False,False,,B: no segment signal in name or category
m_74fdcd83e2,A_aesthetic_clinics,riyadh,دكتور طارق كشباش- زراعة أسنان - جراحة اسنان - تركيبات الاسنان -tooth implant,B,81,,mobile_or_whatsapp_and_name,+9665•••••559,mobile in Google Maps,,webteb.com,unchecked,37,5,1,True,False,medical: Risk review; BNPL unchecked,
m_762f14fdd4,A_aesthetic_clinics,riyadh,Shining Horizons Dental Center,C,63,,other_phone,+9661•••••000,landline in Google Maps,,,unchecked,254,3.9,1,False,False,medical: Risk review; BNPL unchecked,
m_76439139be,A_aesthetic_clinics,riyadh,مجمع عيادات أجيال الطبي للجلدية والجراحات التجميلية والليزر,B,82,,mobile_or_whatsapp,+9665•••••316,mobile in Google Maps,,,unchecked,3021,4.1,1,False,False,medical: Risk review; BNPL unchecked,
m_7656b92e16,A_aesthetic_clinics,jeddah,Nostalgia clinic | نوستالجيا كلينك,,,,mobile_or_whatsapp,+9665•••••699,mobile in Google Maps,nostalgia.clinic,nostalgia.clinic,tabby,702,4.7,1,False,False,,already Tabby merchant
m_77052ec18b,B_custom_furniture,jeddah,شركة سدة الخليج للتجارة,A,85,,mobile_or_whatsapp,+9665•••••566,mobile in Google Maps,,,unchecked,71,4.4,1,False,False,B Jeddah: source relevance 0.40; BNPL unchecked,
m_77f871fb88,A_aesthetic_clinics,jeddah,عيادات بروف كلينك صاري (5) | Prof Clinic Sari,B,79,,mobile_or_whatsapp,+9665•••••018,mobile in Google Maps,,,unchecked,182,4.5,1,False,False,medical: Risk review; BNPL unchecked,
m_78994d9e4a,B_custom_furniture,riyadh,شركة سومية ريحان تفصيل كنب و ستائر,B,76,,mobile_or_whatsapp,+9665•••••356,mobile in Google Maps,,,unchecked,1,5,1,False,False,BNPL unchecked,
m_78a01cec55,B_custom_furniture,jeddah,Al Jamail Decor,C,58,,none,,,,,unchecked,1,4,1,False,False,B Jeddah: source relevance 0.40; BNPL unchecked,
m_78bf62ae28,B_custom_furniture,jeddah,شركة ندا الخليج للستائر Nada Al khaleej for curtains,A,83,,mobile_or_whatsapp,+9665•••••467,mobile in Google Maps,,nadaalkhaleej.com.sa,not_detected,2,5,1,False,True,B Jeddah: source relevance 0.40,
m_79f74528ef,A_aesthetic_clinics,riyadh,عيادات بيليزا الطبية,B,70,,mobile_or_whatsapp,+9665•••••405,mobile in Google Maps,,bellezaclinics.com,generic_installment,228,4.1,1,False,True,medical: Risk review,
m_7a41f764ba,B_custom_furniture,jeddah,الدار الراقي,C,61,,none,,,,,unchecked,10,4.1,1,False,False,B Jeddah: source relevance 0.40; BNPL unchecked,
m_7a93414f9d,A_aesthetic_clinics,jeddah,عيادة د. اميرة خليل للجلدية والتجميل,B,75,,mobile_or_whatsapp_and_name,+9665•••••103,mobile in Google Maps,,dramirakhalil.com,unchecked,11,3.5,1,True,False,medical: Risk review; BNPL unchecked,
m_7b02e8446c,B_custom_furniture,jeddah,إبداع الخليج للأثاث,,,,mobile_or_whatsapp,+9665•••••940,mobile in Google Maps,,,unchecked,8,4.9,1,False,False,,B: no segment signal in name or category
m_7b7a0ce132,B_custom_furniture,jeddah,الخليج لتفصيل وتنجيد الاثاث,A,85,,mobile_or_whatsapp,+9665•••••478,mobile in Google Maps,decor_alkhalij,,unchecked,63,4.9,1,False,False,B Jeddah: source relevance 0.40; BNPL unchecked,
m_7b8d266d2f,A_aesthetic_clinics,riyadh,عيادات لا بوتيه الطبية | La beauté Clinics,B,82,,mobile_or_whatsapp,+9665•••••666,mobile in Google Maps,,labeaute.sa,unchecked,1106,4.4,1,False,False,medical: Risk review; BNPL unchecked,
m_7b8f8253ef,B_custom_furniture,riyadh,النجم التركي للاثاث,,,,mobile_or_whatsapp,+9665•••••501,mobile in Google Maps,turkish_star_ksa,,unchecked,292,4.9,1,False,False,,B: no segment signal in name or category
m_7be7903f91,B_custom_furniture,jeddah,أسواق السلطان للأثاث,,,,mobile_or_whatsapp,+9665•••••383,mobile in Google Maps,,,unchecked,50,3.8,1,False,False,,B: no segment signal in name or category
